haplotype,jaccard,union,total_ref,pop,mutual,total,seqID,unique_ref_motifs,shared_with_ref_perc
HG02630.maternal,0.05315561213828046,311049,19511,AFR,16534,308072,chr19,19511,84.74194044385219
HG02630.maternal,0.04320017519677432,310508,15850,AFR,13414,308072,chr10,15850,84.63091482649843
HG02630.maternal,0.07276358740521523,314924,29767,AFR,22915,308072,chr1,29767,76.98122081499648
HG02630.maternal,0.031805846220528726,309157,10918,AFR,9833,308072,chr14,10918,90.06228246931673
HG02630.maternal,0.012526919619471373,309254,5056,AFR,3874,308072,chr21,5056,76.62183544303798
HG02630.maternal,0.046131576671929395,312259,18592,AFR,14405,308072,chr11,18592,77.47956110154905
HG02630.maternal,0.04483230113407866,310825,16688,AFR,13935,308072,chr3,16688,83.50311601150527
HG02630.maternal,0.040486443278367264,310252,14741,AFR,12561,308072,chr12,14741,85.21131537887524
HG02630.maternal,0.03720106856862475,311819,15347,AFR,11600,308072,chr16,15347,75.58480484785301
HG02630.maternal,0.045945745124200826,309539,15689,AFR,14222,308072,chr9,15689,90.64949964943591
HG02630.maternal,1.2983935625647168e-05,308073,5,AFR,4,308072,chrM,5,80.0
HG02630.maternal,0.06082321852465625,312578,23518,AFR,19012,308072,chr2,23518,80.8402075006378
HG02630.maternal,0.03786663907713,309296,12936,AFR,11712,308072,chr4,12936,90.53803339517626
HG02630.maternal,0.03732830942144502,310515,14034,AFR,11591,308072,chr8,14034,82.59227590138235
HG02630.maternal,0.03865716537712934,310835,14779,AFR,12016,308072,chr6,14779,81.30455375871169
HG01358.paternal,0.040722029329952,301262,15028,AMR,12268,298502,chr5,15028,81.63428267234495
HG01358.paternal,0.030527200112014187,299962,10617,AMR,9157,298502,chr22,10617,86.24846943581049
HG01358.paternal,0.022412998001644133,299246,7451,AMR,6707,298502,chr13,7451,90.01476311904442
HG01358.paternal,0.04507729807781472,301948,17057,AMR,13611,298502,chr7,17057,79.79715072990561
HG01358.paternal,0.02884867471318915,301331,11522,AMR,8693,298502,chr20,11522,75.44697101197708
HG01358.paternal,0.021530516337704995,298971,6906,AMR,6437,298502,chr18,6906,93.2088039386041
HG01358.paternal,0.0301331441267684,300201,10745,AMR,9046,298502,chr15,10745,84.18799441600744
HG01358.paternal,0.05324994757880653,300451,17948,AMR,15999,298502,chr17,17948,89.14085134833965
HG01358.paternal,0.05460158913340497,301548,19511,AMR,16465,298502,chr19,19511,84.38829378299421
HG01358.paternal,0.043232390276279765,301325,15850,AMR,13027,298502,chr10,15850,82.18927444794953
HG01358.paternal,0.07936001683474006,304133,29767,AMR,24136,298502,chr1,29767,81.08307857694763
HG01358.paternal,0.027993913499936875,300994,10918,AMR,8426,298502,chr14,10918,77.17530683275325
HG01358.paternal,0.0135864756301567,299489,5056,AMR,4069,298502,chr21,5056,80.47863924050633
HG01358.paternal,0.05406375693913506,300830,18592,AMR,16264,298502,chr11,18592,87.47848537005163
HG01358.paternal,0.048142248589186365,300713,16688,AMR,14477,298502,chr3,16688,86.75095877277086
HG01358.paternal,0.04465869829115697,299852,14741,AMR,13391,298502,chr12,14741,90.84186961535852
HG01358.paternal,0.048277359341338366,299395,15347,AMR,14454,298502,chr16,15347,94.1812732130058
HG01358.paternal,0.041440025987026376,301689,15689,AMR,12502,298502,chr9,15689,79.68640448722034
HG01358.paternal,6.700055275456022e-06,298505,5,AMR,2,298502,chrM,5,40.0
HG01358.paternal,0.06315824226616924,302890,23518,AMR,19130,298502,chr2,23518,81.34195084616039
HG01358.paternal,0.03793291918841816,300056,12936,AMR,11382,298502,chr4,12936,87.98701298701299
HG01358.paternal,0.03706800723375309,301365,14034,AMR,11171,298502,chr8,14034,79.59954396465726
HG01358.paternal,0.03715511590489244,302058,14779,AMR,11223,298502,chr6,14779,75.93883212666621
HG02717.paternal,0.03791230626573056,301960,15028,AFR,11448,298380,chr5,15028,76.17780143731702
HG02717.paternal,0.027226760015558148,300807,10617,AFR,8190,298380,chr22,10617,77.14043515117265
HG02717.paternal,0.02197115513139252,299256,7451,AFR,6575,298380,chr13,7451,88.24318883371359
HG02717.paternal,0.04593760258370001,301583,17057,AFR,13854,298380,chr7,17057,81.22178577710031
HG02717.paternal,0.029585012475207395,300997,11522,AFR,8905,298380,chr20,11522,77.28692935254296
HG02717.paternal,0.02156323408356255,298842,6906,AFR,6444,298380,chr18,6906,93.31016507384882
HG02717.paternal,0.027768449960601516,300773,10745,AFR,8352,298380,chr15,10745,77.72917636109818
HG02717.paternal,0.04482817846714846,302756,17948,AFR,13572,298380,chr17,17948,75.61845330956095
HG02717.paternal,0.049394575608725504,302928,19511,AFR,14963,298380,chr19,19511,76.69007226692635
HG02717.paternal,0.04552003167536741,300549,15850,AFR,13681,298380,chr10,15850,86.3154574132492
HG02717.paternal,0.08458985833933777,302554,29767,AFR,25593,298380,chr1,29767,85.97776060738401
HG02717.paternal,0.027626144998222493,300983,10918,AFR,8315,298380,chr14,10918,76.15863711302437
HG02717.paternal,0.015382865020964465,298839,5056,AFR,4597,298380,chr21,5056,90.92167721518987
HG02717.paternal,0.046298680292857476,302946,18592,AFR,14026,298380,chr11,18592,75.44104991394148
HG02717.paternal,0.05027567953171148,299986,16688,AFR,15082,298380,chr3,16688,90.37631831255992
HG02717.paternal,0.04448869852960798,299784,14741,AFR,13337,298380,chr12,14741,90.47554439997286
HG02717.paternal,0.039223415461465586,301886,15347,AFR,11841,298380,chr16,15347,77.15514432788167
HG02717.paternal,0.04690015633385445,299999,15689,AFR,14070,298380,chr9,15689,89.6806679839378
HG02717.paternal,0.0,298385,5,AFR,0,298380,chrM,5,0.0
HG02717.paternal,0.06475919555437946,302320,23518,AFR,19578,298380,chr2,23518,83.2468747342461
HG02717.paternal,0.03504268957629598,300776,12936,AFR,10540,298380,chr4,12936,81.47804576376005
HG02717.paternal,0.041452901703119216,299979,14034,AFR,12435,298380,chr8,14034,88.60624198375375
HG02717.paternal,0.043140089537920374,300208,14779,AFR,12951,298380,chr6,14779,87.63109817984979
HG02572.paternal,0.04329863218337146,299894,15028,AFR,12985,297851,chr5,15028,86.40537663029012
HG02572.paternal,0.03102417893885409,299186,10617,AFR,9282,297851,chr22,10617,87.42582650466234
HG02572.paternal,0.020459186913607482,299181,7451,AFR,6121,297851,chr13,7451,82.15004697356059
HG02572.paternal,0.04510532097425635,301317,17057,AFR,13591,297851,chr7,17057,79.67989681655625
HG02572.paternal,0.031876217413346855,299816,11522,AFR,9557,297851,chr20,11522,82.94566915466065
HG02572.paternal,0.020315445162024715,298689,6906,AFR,6068,297851,chr18,6906,87.86562409498987
HG02572.paternal,0.03211090486462984,298995,10745,AFR,9601,297851,chr15,10745,89.3531875290833
HG02572.paternal,0.048793286107596305,301107,17948,AFR,14692,297851,chr17,17948,81.85870291954535
HG02572.paternal,0.05517560104665738,300767,19511,AFR,16595,297851,chr19,19511,85.05458459330634
HG02572.paternal,0.04373908269701053,300555,15850,AFR,13146,297851,chr10,15850,82.94006309148266
HG02572.paternal,0.08219757278667081,302734,29767,AFR,24884,297851,chr1,29767,83.59592837706185
HG02572.paternal,0.030291199935934012,299691,10918,AFR,9078,297851,chr14,10918,83.14709653782744
HG02572.paternal,0.013823018505440512,298777,5056,AFR,4130,297851,chr21,5056,81.68512658227849
HG02572.paternal,0.05361941006662471,300339,18592,AFR,16104,297851,chr11,18592,86.61790017211705
HG02572.paternal,0.048652090709661075,299946,16688,AFR,14593,297851,chr3,16688,87.4460690316395
HG02572.paternal,0.04307203587779127,299684,14741,AFR,12908,297851,chr12,14741,87.56529407774235
HG02572.paternal,0.04037283586452479,301044,15347,AFR,12154,297851,chr16,15347,79.19463087248322
HG02572.paternal,0.04637503170428909,299644,15689,AFR,13896,297851,chr9,15689,88.5716106826439
HG02572.paternal,6.7146991479046784e-06,297854,5,AFR,2,297851,chrM,5,40.0
HG02572.paternal,0.06555414823705727,301598,23518,AFR,19771,297851,chr2,23518,84.06752274853304
HG02572.paternal,0.034883837088884526,300311,12936,AFR,10476,297851,chr4,12936,80.98330241187384
HG02572.paternal,0.03787649374548673,300503,14034,AFR,11382,297851,chr8,14034,81.1030354852501
HG02572.paternal,0.03814122147544032,301144,14779,AFR,11486,297851,chr6,14779,77.71838419378848
HG02572.maternal,0.04115757702922995,309785,15028,AFR,12750,307507,chr5,15028,84.84162895927602
HG02572.maternal,0.02939092224009112,309041,10617,AFR,9083,307507,chr22,10617,85.5514740510502
HG02572.maternal,0.020546502622992253,308617,7451,AFR,6341,307507,chr13,7451,85.10267078244532
HG02572.maternal,0.04588078343419501,310326,17057,AFR,14238,307507,chr7,17057,83.47306091340799
HG02572.maternal,0.029182245477977823,309983,11522,AFR,9046,307507,chr20,11522,78.51067522999479
HG02572.maternal,0.019279272269877395,308466,6906,AFR,5947,307507,chr18,6906,86.11352447147408
HG02572.maternal,0.03156420778311519,308514,10745,AFR,9738,307507,chr15,10745,90.62819916240112
HG02572.maternal,0.04735470167986098,310740,17948,AFR,14715,307507,chr17,17948,81.98685090260753
HG02572.maternal,0.04911311511698411,311709,19511,AFR,15309,307507,chr19,19511,78.46343088514172
HG02572.maternal,0.04253556183180511,310164,15850,AFR,13193,307507,chr10,15850,83.23659305993691
HG02572.maternal,0.08063580759162724,312107,29767,AFR,25167,307507,chr1,29767,84.54664561427084
HG02572.maternal,0.030895293348268918,308882,10918,AFR,9543,307507,chr14,10918,87.4061183366917
HG02572.maternal,0.013419837626125074,308424,5056,AFR,4139,307507,chr21,5056,81.8631329113924
HG02572.maternal,0.04955552265514866,310702,18592,AFR,15397,307507,chr11,18592,82.81518932874354
HG02572.maternal,0.049497418300124635,308905,16688,AFR,15290,307507,chr3,16688,91.62272291466923
HG02572.maternal,0.04112846425732914,309518,14741,AFR,12730,307507,chr12,14741,86.35777762702666
HG02572.maternal,0.04135702121071373,310032,15347,AFR,12822,307507,chr16,15347,83.54727308268717
HG02572.maternal,0.040758165641030596,310539,15689,AFR,12657,307507,chr9,15689,80.67435783032698
HG02572.maternal,1.3007791667208659e-05,307508,5,AFR,4,307507,chrM,5,80.0
HG02572.maternal,0.06299111457921897,311409,23518,AFR,19616,307507,chr2,23518,83.40845309975337
HG02572.maternal,0.03376046041977172,309978,12936,AFR,10465,307507,chr4,12936,80.8982683982684
HG02572.maternal,0.03784839339605894,309815,14034,AFR,11726,307507,chr8,14034,83.55422545247256
HG02572.maternal,0.04242663397688643,309169,14779,AFR,13117,307507,chr6,14779,88.75431355301441
HG02886.maternal,0.04254199816031113,309835,15028,AFR,13181,307988,chr5,15028,87.70960873036998
HG02886.maternal,0.032136320196964545,308685,10617,AFR,9920,307988,chr22,10617,93.43505698408214
HG02886.maternal,0.020059113427932065,309236,7451,AFR,6203,307988,chr13,7451,83.2505703932358
HG02886.maternal,0.044925579451570385,311070,17057,AFR,13975,307988,chr7,17057,81.93117195286392
HG02886.maternal,0.028017837723051976,310802,11522,AFR,8708,307988,chr20,11522,75.5771567436209
HG02886.maternal,0.017510299701106714,309475,6906,AFR,5419,307988,chr18,6906,78.46799884158703
HG02886.maternal,0.027531246675456894,310193,10745,AFR,8540,307988,chr15,10745,79.47882736156352
HG02886.maternal,0.049111942268200516,310678,17948,AFR,15258,307988,chr17,17948,85.01225763316246
HG02886.maternal,0.053922373150803074,310743,19511,AFR,16756,307988,chr19,19511,85.87976013530829
HG02886.maternal,0.041403639661310186,310963,15850,AFR,12875,307988,chr10,15850,81.23028391167192
HG02886.maternal,0.08169173763078588,312247,29767,AFR,25508,307988,chr1,29767,85.69220949373467
HG02886.maternal,0.0268872602686794,310556,10918,AFR,8350,307988,chr14,10918,76.47920864627221
HG02886.maternal,0.015041909177866766,308405,5056,AFR,4639,307988,chr21,5056,91.75237341772151
HG02886.maternal,0.04653957450081235,312057,18592,AFR,14523,307988,chr11,18592,78.11424268502581
HG02886.maternal,0.04532883447039089,310597,16688,AFR,14079,307988,chr3,16688,84.36601150527325
HG02886.maternal,0.037924081083949485,310937,14741,AFR,11792,307988,chr12,14741,79.99457295977207
HG02886.maternal,0.04031801392517471,310804,15347,AFR,12531,307988,chr16,15347,81.65113703003844
HG02886.maternal,0.04058137815298951,311054,15689,AFR,12623,307988,chr9,15689,80.45764548409714
HG02886.maternal,1.2987476825471039e-05,307989,5,AFR,4,307988,chrM,5,80.0
HG02886.maternal,0.06021530136434287,312678,23518,AFR,18828,307988,chr2,23518,80.05782804660261
HG02886.maternal,0.038051494371846295,309160,12936,AFR,11764,307988,chr4,12936,90.9400123685838
HG02886.maternal,0.0384155248638382,310109,14034,AFR,11913,307988,chr8,14034,84.88670371953826
HG02886.maternal,0.03898524412855377,310656,14779,AFR,12111,307988,chr6,14779,81.94735773733
HG02886.paternal,0.04125421060103507,309932,15028,AFR,12786,307690,chr5,15028,85.08118179398456
HG02886.paternal,0.029210438673922392,309273,10617,AFR,9034,307690,chr22,10617,85.08995008006028
HG02886.paternal,0.02225574153367069,308280,7451,AFR,6861,307690,chr13,7451,92.08159978526372
HG02886.paternal,0.047878570806268936,309909,17057,AFR,14838,307690,chr7,17057,86.99067831388872
HG02886.paternal,0.030038431380141527,309903,11522,AFR,9309,307690,chr20,11522,80.79326505814963
HG02886.paternal,0.018489081697071724,308885,6906,AFR,5711,307690,chr18,6906,82.69620619750941
HG02886.paternal,0.028038740920096852,309750,10745,AFR,8685,307690,chr15,10745,80.8282922289437
HG02886.paternal,0.0487097158573071,310513,17948,AFR,15125,307690,chr17,17948,84.27122799197682
HG02886.paternal,0.04438628130037185,313295,19511,AFR,13906,307690,chr19,19511,71.27261544769617
HG02886.paternal,0.04184914215054871,310544,15850,AFR,12996,307690,chr10,15850,81.99369085173501
HG02886.paternal,0.07343894137481312,314370,29767,AFR,23087,307690,chr1,29767,77.55904189202809
HG02886.paternal,0.033150120790570226,308385,10918,AFR,10223,307690,chr14,10918,93.63436526836416
HG02886.paternal,0.01353011138441396,308571,5056,AFR,4175,307690,chr21,5056,82.5751582278481
HG02886.paternal,0.051427061481101946,310323,18592,AFR,15959,307690,chr11,18592,85.83799483648882
HG02886.paternal,0.0455037710307484,310260,16688,AFR,14118,307690,chr3,16688,84.59971236816874
HG02886.paternal,0.038505391721099215,310476,14741,AFR,11955,307690,chr12,14741,81.10033240621397
HG02886.paternal,0.04048739479558214,310467,15347,AFR,12570,307690,chr16,15347,81.90525835668208
HG02886.paternal,0.047751270894016026,308641,15689,AFR,14738,307690,chr9,15689,93.93842819810058
HG02886.paternal,3.249982125098312e-06,307694,5,AFR,1,307690,chrM,5,20.0
HG02886.paternal,0.05808125177700326,313027,23518,AFR,18181,307690,chr2,23518,77.3067437707288
HG02886.paternal,0.03499523863324564,309785,12936,AFR,10841,307690,chr4,12936,83.80488559059988
HG02886.paternal,0.03613480019581068,310504,14034,AFR,11220,307690,chr8,14034,79.94869602394185
HG02886.paternal,0.036851142092807904,311008,14779,AFR,11461,307690,chr6,14779,77.54922525204682
HG01175.paternal,0.044737088792130925,309363,15028,AMR,13840,308175,chr5,15028,92.09475645461805
HG01175.paternal,0.026854133449292168,310455,10617,AMR,8337,308175,chr22,10617,78.52500706414241
HG01175.paternal,0.018914216168926967,309767,7451,AMR,5859,308175,chr13,7451,78.63374043752516
HG01175.paternal,0.0451907317543465,311170,17057,AMR,14062,308175,chr7,17057,82.44122647593363
HG01175.paternal,0.027967935588217325,310999,11522,AMR,8698,308175,chr20,11522,75.49036625585836
HG01175.paternal,0.019323343297488256,309108,6906,AMR,5973,308175,chr18,6906,86.4900086880973
HG01175.paternal,0.027233343533087467,310465,10745,AMR,8455,308175,chr15,10745,78.687761749651
HG01175.paternal,0.052298210799735415,309915,17948,AMR,16208,308175,chr17,17948,90.30532649877424
HG01175.paternal,0.04695692180875366,312989,19511,AMR,14697,308175,chr19,19511,75.32673876274922
HG01175.paternal,0.043481481242935306,310523,15850,AMR,13502,308175,chr10,15850,85.18611987381703
HG01175.paternal,0.08868858162699896,310412,29767,AMR,27530,308175,chr1,29767,92.48496657372257
HG01175.paternal,0.026583663095582796,310830,10918,AMR,8263,308175,chr14,10918,75.68235940648471
HG01175.paternal,0.013361328497804924,309101,5056,AMR,4130,308175,chr21,5056,81.68512658227849
HG01175.paternal,0.053672425690534695,310122,18592,AMR,16645,308175,chr11,18592,89.5277538726334
HG01175.paternal,0.0469589934642208,310292,16688,AMR,14571,308175,chr3,16688,87.31423777564717
HG01175.paternal,0.039207293721619525,310733,14741,AMR,12183,308175,chr12,14741,82.64703887117564
HG01175.paternal,0.038170633481694465,311627,15347,AMR,11895,308175,chr16,15347,77.50700462631133
HG01175.paternal,0.03772629690153481,312090,15689,AMR,11774,308175,chr9,15689,75.04621072088725
HG01175.paternal,6.489755920279838e-06,308178,5,AMR,2,308175,chrM,5,40.0
HG01175.paternal,0.0613259014421154,312527,23518,AMR,19166,308175,chr2,23518,81.49502508716728
HG01175.paternal,0.035758406580114505,310025,12936,AMR,11086,308175,chr4,12936,85.69882498453927
HG01175.paternal,0.03760320997513944,310532,14034,AMR,11677,308175,chr8,14034,83.20507339318797
HG01175.paternal,0.03721332061522255,311367,14779,AMR,11587,308175,chr6,14779,78.4017863184248
HG01106.paternal,0.039417011238337574,301824,15028,AMR,11897,298693,chr5,15028,79.16555762576523
HG01106.paternal,0.026513253307934064,301321,10617,AMR,7989,298693,chr22,10617,75.24724498445889
HG01106.paternal,0.021361775666325262,299741,7451,AMR,6403,298693,chr13,7451,85.93477385585827
HG01106.paternal,0.04668739599424529,301666,17057,AMR,14084,298693,chr7,17057,82.57020578061793
HG01106.paternal,0.030262069790071837,301103,11522,AMR,9112,298693,chr20,11522,79.08349244922756
HG01106.paternal,0.01864296047412385,300006,6906,AMR,5593,298693,chr18,6906,80.98754706052708
HG01106.paternal,0.03263720641531346,299658,10745,AMR,9780,298693,chr15,10745,91.01907864122848
HG01106.paternal,0.05373134328358209,300495,17948,AMR,16146,298693,chr17,17948,89.9598841096501
HG01106.paternal,0.05741610894372703,300926,19511,AMR,17278,298693,chr19,19511,88.55517400440777
HG01106.paternal,0.04873185808546746,299927,15850,AMR,14616,298693,chr10,15850,92.21451104100946
HG01106.paternal,0.07613827357881667,305221,29767,AMR,23239,298693,chr1,29767,78.06967447173044
HG01106.paternal,0.031569022043340354,300136,10918,AMR,9475,298693,chr14,10918,86.78329364352446
HG01106.paternal,0.013587963040206623,299677,5056,AMR,4072,298693,chr21,5056,80.5379746835443
HG01106.paternal,0.0594106019526398,299492,18592,AMR,17793,298693,chr11,18592,95.70245266781411
HG01106.paternal,0.05285630349726922,299548,16688,AMR,15833,298693,chr3,16688,94.87655800575264
HG01106.paternal,0.046632539595083296,299469,14741,AMR,13965,298693,chr12,14741,94.73577097890238
HG01106.paternal,0.039299720351463605,302165,15347,AMR,11875,298693,chr16,15347,77.37668599726331
HG01106.paternal,0.04590397359806244,300584,15689,AMR,13798,298693,chr9,15689,87.94696921409906
HG01106.paternal,3.3478742672340196e-06,298697,5,AMR,1,298693,chrM,5,20.0
HG01106.paternal,0.0637888342302486,302890,23518,AMR,19321,298693,chr2,23518,82.15409473594694
HG01106.paternal,0.03785348178097202,300263,12936,AMR,11366,298693,chr4,12936,87.86332714904144
HG01106.paternal,0.0348482441858926,302196,14034,AMR,10531,298693,chr8,14034,75.03919053726663
HG01106.paternal,0.03786647242869204,302035,14779,AMR,11437,298693,chr6,14779,77.38683266797483
HG01175.maternal,0.04293128920221865,308656,15028,AMR,13251,306879,chr5,15028,88.17540590896992
HG01175.maternal,0.027092950656862524,309121,10617,AMR,8375,306879,chr22,10617,78.88292361307337
HG01175.maternal,0.020137931034482758,308125,7451,AMR,6205,306879,chr13,7451,83.27741242786203
HG01175.maternal,0.04398157846394812,310289,17057,AMR,13647,306879,chr7,17057,80.00820777393446
HG01175.maternal,0.03399440787444022,307933,11522,AMR,10468,306879,chr20,11522,90.85228258982815
HG01175.maternal,0.017771305131914397,308306,6906,AMR,5479,306879,chr18,6906,79.336808572256
HG01175.maternal,0.030574203198561977,308201,10745,AMR,9423,306879,chr15,10745,87.69660307119591
HG01175.maternal,0.048475028162513034,309809,17948,AMR,15018,306879,chr17,17948,83.67506128816581
HG01175.maternal,0.05352347260238599,309808,19511,AMR,16582,306879,chr19,19511,84.98795551227512
HG01175.maternal,0.039769963110330715,310385,15850,AMR,12344,306879,chr10,15850,77.8801261829653
HG01175.maternal,0.08221247814010904,311072,29767,AMR,25574,306879,chr1,29767,85.91393153492122
HG01175.maternal,0.027764122996520188,309212,10918,AMR,8585,306879,chr14,10918,78.6316175123649
HG01175.maternal,0.015079677579962317,307301,5056,AMR,4634,306879,chr21,5056,91.65348101265823
HG01175.maternal,0.05137498505977704,309567,18592,AMR,15904,306879,chr11,18592,85.5421686746988
HG01175.maternal,0.04967656542980788,308254,16688,AMR,15313,306879,chr3,16688,91.76054650047939
HG01175.maternal,0.0341612110766698,310996,14741,AMR,10624,306879,chr12,14741,72.07109422698596
HG01175.maternal,0.03744079949259008,310597,15347,AMR,11629,306879,chr16,15347,75.77376685997264
HG01175.maternal,0.044078329826832824,308950,15689,AMR,13618,306879,chr9,15689,86.79966855758812
HG01175.maternal,1.3034410844629822e-05,306880,5,AMR,4,306879,chrM,5,80.0
HG01175.maternal,0.0634948224971111,310671,23518,AMR,19726,306879,chr2,23518,83.87617994727442
HG01175.maternal,0.033461513604343046,309460,12936,AMR,10355,306879,chr4,12936,80.04792826221397
HG01175.maternal,0.034195719009223274,310302,14034,AMR,10611,306879,chr8,14034,75.60923471569046
HG01175.maternal,0.03872559467297023,309666,14779,AMR,11992,306879,chr6,14779,81.1421611746397
HG00741.maternal,0.045207652218949276,308930,15028,AMR,13966,307868,chr5,15028,92.93319137609795
HG00741.maternal,0.032506856687134066,308458,10617,AMR,10027,307868,chr22,10617,94.44287463501931
HG00741.maternal,0.02139851577355019,308713,7451,AMR,6606,307868,chr13,7451,88.65924037042008
HG00741.maternal,0.05002504483833961,309445,17057,AMR,15480,307868,chr7,17057,90.75452893240312
HG00741.maternal,0.02825371683182342,310614,11522,AMR,8776,307868,chr20,11522,76.16733206040618
HG00741.maternal,0.020992403552360997,308302,6906,AMR,6472,307868,chr18,6906,93.71560961482768
HG00741.maternal,0.02853702549931724,309773,10745,AMR,8840,307868,chr15,10745,82.27082363890182
HG00741.maternal,0.05266286718618747,309516,17948,AMR,16300,307868,chr17,17948,90.81791843102296
HG00741.maternal,0.05381089415506241,310662,19511,AMR,16717,307868,chr19,19511,85.67987289221465
HG00741.maternal,0.03980727535533606,311325,15850,AMR,12393,307868,chr10,15850,78.18927444794953
HG00741.maternal,0.08400488008475937,311470,29767,AMR,26165,307868,chr1,29767,87.89935163100077
HG00741.maternal,0.030013214990775354,309497,10918,AMR,9289,307868,chr14,10918,85.07968492397875
HG00741.maternal,0.01226333002299981,309133,5056,AMR,3791,307868,chr21,5056,74.98022151898734
HG00741.maternal,0.0458031406769562,312162,18592,AMR,14298,307868,chr11,18592,76.90404475043029
HG00741.maternal,0.05141146666839442,308686,16688,AMR,15870,307868,chr3,16688,95.09827420901246
HG00741.maternal,0.042503619254433585,309456,14741,AMR,13153,307868,chr12,14741,89.22732514754766
HG00741.maternal,0.046463815789473686,308864,15347,AMR,14351,307868,chr16,15347,93.51013227340849
HG00741.maternal,0.04644965151441647,309195,15689,AMR,14362,307868,chr9,15689,91.54184460449997
HG00741.maternal,1.2992539034459462e-05,307869,5,AMR,4,307868,chrM,5,80.0
HG00741.maternal,0.06400685822167854,311451,23518,AMR,19935,307868,chr2,23518,84.76486095756442
HG00741.maternal,0.032344015986973576,310753,12936,AMR,10051,307868,chr4,12936,77.69789734075448
HG00741.maternal,0.034223293172690766,311250,14034,AMR,10652,307868,chr8,14034,75.90138235713268
HG00741.maternal,0.03854213272476205,310673,14779,AMR,11974,307868,chr6,14779,81.0203667365857
HG00741.paternal,0.03777881414534519,310915,15028,AMR,11746,307633,chr5,15028,78.16076656907107
HG00741.paternal,0.027219293970311507,309817,10617,AMR,8433,307633,chr22,10617,79.42921729302063
HG00741.paternal,0.019089080218123954,309182,7451,AMR,5902,307633,chr13,7451,79.21084418198899
HG00741.paternal,0.04409315128401366,310978,17057,AMR,13712,307633,chr7,17057,80.38928299231986
HG00741.paternal,0.029283237926308152,310075,11522,AMR,9080,307633,chr20,11522,78.80576288838743
HG00741.paternal,0.020144132222827637,308328,6906,AMR,6211,307633,chr18,6906,89.93628728641761
HG00741.paternal,0.02711526487790872,309973,10745,AMR,8405,307633,chr15,10745,78.22242903676128
HG00741.paternal,0.04602656985429953,311255,17948,AMR,14326,307633,chr17,17948,79.81947849342545
HG00741.paternal,0.0574419875037576,309373,19511,AMR,17771,307633,chr19,19511,91.08195376966839
HG00741.paternal,0.04462916137866003,309663,15850,AMR,13820,307633,chr10,15850,87.19242902208202
HG00741.paternal,0.07623604465709728,313500,29767,AMR,23900,307633,chr1,29767,80.2902543084624
HG00741.paternal,0.02849292600556621,309726,10918,AMR,8825,307633,chr14,10918,80.82982231177871
HG00741.paternal,0.0131943476866148,308617,5056,AMR,4072,307633,chr21,5056,80.5379746835443
HG00741.paternal,0.05367109377018682,309608,18592,AMR,16617,307633,chr11,18592,89.37715146299483
HG00741.paternal,0.04556943253402797,310186,16688,AMR,14135,307633,chr3,16688,84.7015819750719
HG00741.paternal,0.038509116680626246,310420,14741,AMR,11954,307633,chr12,14741,81.09354860592904
HG00741.paternal,0.03916244112120666,310808,15347,AMR,12172,307633,chr16,15347,79.31191763862644
HG00741.paternal,0.04537518429425002,309288,15689,AMR,14034,307633,chr9,15689,89.4512078526356
HG00741.paternal,0.0,307638,5,AMR,0,307633,chrM,5,0.0
HG00741.paternal,0.061476670983293374,311972,23518,AMR,19179,307633,chr2,23518,81.55030189641977
HG00741.paternal,0.035707247097897694,309517,12936,AMR,11052,307633,chr4,12936,85.43599257884972
HG00741.paternal,0.033959923112033996,311102,14034,AMR,10565,307633,chr8,14034,75.28145931309676
HG00741.paternal,0.03702798327436475,310900,14779,AMR,11512,307633,chr6,14779,77.89430949319981
HG01106.maternal,0.0404511012081919,310795,15028,AMR,12572,308339,chr5,15028,83.65717327655044
HG01106.maternal,0.026380656330649573,310758,10617,AMR,8198,308339,chr22,10617,77.21578600357917
HG01106.maternal,0.021058791956724877,309277,7451,AMR,6513,308339,chr13,7451,87.41108576030064
HG01106.maternal,0.04790336241349216,310521,17057,AMR,14875,308339,chr7,17057,87.20759805358504
HG01106.maternal,0.02914717408510885,310802,11522,AMR,9059,308339,chr20,11522,78.62350286408609
HG01106.maternal,0.018210182586311033,309607,6906,AMR,5638,308339,chr18,6906,81.63915435852881
HG01106.maternal,0.027344642954882786,310591,10745,AMR,8493,308339,chr15,10745,79.04141461144718
HG01106.maternal,0.05450144300843829,309423,17948,AMR,16864,308339,chr17,17948,93.9603298417651
HG01106.maternal,0.044420941300899,313906,19511,AMR,13944,308339,chr19,19511,71.46737737686433
HG01106.maternal,0.04025426448126709,311644,15850,AMR,12545,308339,chr10,15850,79.14826498422713
HG01106.maternal,0.08003488249518449,313051,29767,AMR,25055,308339,chr1,29767,84.170390029227
HG01106.maternal,0.026774342943151556,310932,10918,AMR,8325,308339,chr14,10918,76.2502289796666
HG01106.maternal,0.014131405568427456,309028,5056,AMR,4367,308339,chr21,5056,86.37262658227849
HG01106.maternal,0.04881718498367093,311714,18592,AMR,15217,308339,chr11,18592,81.84703098106712
HG01106.maternal,0.04734576295217411,310334,16688,AMR,14693,308339,chr3,16688,88.04530201342281
HG01106.maternal,0.0356455955891781,311960,14741,AMR,11120,308339,chr12,14741,75.43585916830608
HG01106.maternal,0.036475127683760544,312295,15347,AMR,11391,308339,chr16,15347,74.22297517430117
HG01106.maternal,0.04468209266561133,310169,15689,AMR,13859,308339,chr9,15689,88.33577665880553
