haplotype,jaccard,union,total_ref,pop,mutual,total,seqID,unique_ref_motifs,shared_with_ref_perc
HG02630.maternal,1.5407260671591487e-05,1817325,36,AFR,28,1817317,chrM,36,77.77777777777777
HG02630.maternal,0.05239489996494425,1822811,101000,AFR,95506,1817317,chr3,101000,94.56039603960396
HG02630.maternal,0.04549225345080538,1822618,88216,AFR,82915,1817317,chr10,88216,93.99088600707354
HG02630.maternal,0.020426756226275752,1819868,39725,AFR,37174,1817317,chr18,39725,93.57835116425424
HG01358.paternal,0.02379059534617066,1754727,44164,AMR,41746,1752309,chr13,44164,94.52495244995924
HG01358.paternal,0.05057556492952156,1755927,92425,AMR,88807,1752309,chr17,92425,96.08547470922369
HG01358.paternal,0.04769933063157415,1756880,88373,AMR,83802,1752309,chr6,88373,94.82760571667816
HG01358.paternal,0.05102178513900617,1756289,93589,AMR,89609,1752309,chr19,93589,95.74736347220293
HG01358.paternal,0.028893257822064658,1755323,53731,AMR,50717,1752309,chr22,53731,94.3905752731198
HG01358.paternal,0.04492800575748966,1756321,82920,AMR,78908,1752309,chr9,82920,95.16160154365653
HG01358.paternal,0.05546335417305988,1756421,101529,AMR,97417,1752309,chr11,101529,95.94992563701011
HG01358.paternal,0.032294512001258074,1755066,59436,AMR,56679,1752309,chr15,59436,95.36139713305067
HG01358.paternal,0.09181176141528564,1759023,168213,AMR,161499,1752309,chr1,168213,96.00863191311016
HG01358.paternal,0.0328220939281348,1755342,60647,AMR,57614,1752309,chr20,60647,94.99892822398469
HG01358.paternal,0.04248981416365102,1756115,78423,AMR,74617,1752309,chr16,78423,95.14683192430792
HG01358.paternal,0.0746426798203034,1758297,137232,AMR,131244,1752309,chr2,137232,95.63658621895767
HG01358.paternal,0.04803139653786328,1756372,88424,AMR,84361,1752309,chr5,88424,95.40509363973582
HG01358.paternal,0.013728907382608492,1754109,25882,AMR,24082,1752309,chr21,25882,93.04535970945058
HG01358.paternal,0.04565410652890627,1755899,83754,AMR,80164,1752309,chr12,83754,95.71363755760919
HG01358.paternal,0.041424740518905254,1756390,76839,AMR,72758,1752309,chr4,76839,94.68889496219367
HG01358.paternal,0.051646339832494975,1757201,95645,AMR,90753,1752309,chr7,95645,94.88525275759318
HG01358.paternal,0.03333287755364812,1755234,61432,AMR,58507,1752309,chr14,61432,95.2386378434692
HG01358.paternal,0.04306111106049148,1756016,79323,AMR,75616,1752309,chr8,79323,95.32670221751573
HG01358.paternal,6.277342104872701e-06,1752334,36,AMR,11,1752309,chrM,36,30.555555555555557
HG01358.paternal,0.05510630715155131,1756514,101000,AMR,96795,1752309,chr3,101000,95.83663366336634
HG01358.paternal,0.047822886463769615,1756523,88216,AMR,84002,1752309,chr10,88216,95.22308878208035
HG01358.paternal,0.021490801057040515,1754332,39725,AMR,37702,1752309,chr18,39725,94.90748898678414
HG02717.paternal,0.023369359767900492,1756488,44164,AFR,41048,1753372,chr13,44164,92.94447966669686
HG02717.paternal,0.049888259354333025,1758089,92425,AFR,87708,1753372,chr17,92425,94.8964024885042
HG02717.paternal,0.04716833088277937,1758786,88373,AFR,82959,1753372,chr6,88373,93.8736944541885
HG02717.paternal,0.050504332355420366,1758166,93589,AFR,88795,1753372,chr19,93589,94.87760313712081
HG02717.paternal,0.02807971117556234,1757746,53731,AFR,49357,1753372,chr22,53731,91.85944799091772
HG02717.paternal,0.04448241498719063,1758088,82920,AFR,78204,1753372,chr9,82920,94.31259044862519
HG02717.paternal,0.05459032806616472,1758883,101529,AFR,96018,1753372,chr11,101529,94.57199420855125
HG02717.paternal,0.031786135264243204,1756961,59436,AFR,55847,1753372,chr15,59436,93.96157211117841
HG02717.paternal,0.09046887803859345,1762164,168213,AFR,159421,1753372,chr1,168213,94.7732933839834
HG02717.paternal,0.032473043003133244,1756965,60647,AFR,57054,1753372,chr20,60647,94.07555196464789
HG02717.paternal,0.0418451139844684,1758222,78423,AFR,73573,1753372,chr16,78423,93.81558981421267
HG02717.paternal,0.07340542345090086,1761314,137232,AFR,129290,1753372,chr2,137232,94.2127200652909
HG02717.paternal,0.047399210780876534,1758447,88424,AFR,83349,1753372,chr5,88424,94.260607979734
HG02717.paternal,0.013620106805154084,1755346,25882,AFR,23908,1753372,chr21,25882,92.37307781469747
HG02717.paternal,0.0448943887275174,1758193,83754,AFR,78933,1753372,chr12,83754,94.24385700981446
HG02717.paternal,0.04076898843230493,1758518,76839,AFR,71693,1753372,chr4,76839,93.30288004789234
HG02717.paternal,0.05090863828727906,1759446,95645,AFR,89571,1753372,chr7,95645,93.64943279836896
HG02717.paternal,0.03279874297948236,1757171,61432,AFR,57633,1753372,chr14,61432,93.81592655293657
HG02717.paternal,0.04233091011257682,1758266,79323,AFR,74429,1753372,chr8,79323,93.83028881913191
HG02717.paternal,3.42191921761239e-06,1753402,36,AFR,6,1753372,chrM,36,16.666666666666668
HG02717.paternal,0.054315344204134544,1758840,101000,AFR,95532,1753372,chr3,101000,94.58613861386138
HG02717.paternal,0.04704572667698406,1758842,88216,AFR,82746,1753372,chr10,88216,93.79931078262447
HG02717.paternal,0.021216577326915148,1755844,39725,AFR,37253,1753372,chr18,39725,93.77721837633732
HG02572.paternal,0.023315896584824664,1752238,44164,AFR,40855,1748929,chr13,44164,92.50747214926184
HG02572.paternal,0.04974348654209369,1754099,92425,AFR,87255,1748929,chr17,92425,94.4062753583987
HG02572.paternal,0.04717139212715826,1754538,88373,AFR,82764,1748929,chr6,88373,93.65303882407522
HG02572.paternal,0.05021189278538553,1754425,93589,AFR,88093,1748929,chr19,93589,94.1275149857355
HG02572.paternal,0.02828517221748768,1753074,53731,AFR,49586,1748929,chr22,53731,92.28564515828852
HG02572.paternal,0.044371785954550116,1754020,82920,AFR,77829,1748929,chr9,82920,93.8603473227207
HG02572.paternal,0.054415454246561606,1754961,101529,AFR,95497,1748929,chr11,101529,94.05884033133391
HG02572.paternal,0.0317271951870056,1752755,59436,AFR,55610,1748929,chr15,59436,93.56282387778451
HG02572.paternal,0.09008358962899533,1758711,168213,AFR,158431,1748929,chr1,168213,94.18475385374495
HG02572.paternal,0.032093067557478525,1753307,60647,AFR,56269,1748929,chr20,60647,92.78117631539895
HG02572.paternal,0.04165593099375469,1754276,78423,AFR,73076,1748929,chr16,78423,93.18184716218457
HG02572.paternal,0.07345663941139076,1757091,137232,AFR,129070,1748929,chr2,137232,94.05240760172555
HG02572.paternal,0.04727925007096419,1754406,88424,AFR,82947,1748929,chr5,88424,93.80598027684792
HG02572.paternal,0.013432407138293152,1751287,25882,AFR,23524,1748929,chr21,25882,90.88942121938027
HG02572.paternal,0.04503791982665222,1753700,83754,AFR,78983,1748929,chr12,83754,94.30355565107338
HG02572.paternal,0.040680620930940416,1754398,76839,AFR,71370,1748929,chr4,76839,92.88252059501035
HG02572.paternal,0.050936318491862906,1755172,95645,AFR,89402,1748929,chr7,95645,93.47273772805687
HG02572.paternal,0.032455407960982105,1753452,61432,AFR,56909,1748929,chr14,61432,92.6373876806876
HG02572.paternal,0.04187616717642037,1754769,79323,AFR,73483,1748929,chr8,79323,92.63769650668785
HG02572.paternal,7.433022747336691e-06,1748952,36,AFR,13,1748929,chrM,36,36.111111111111114
HG02572.paternal,0.05426961387175714,1754702,101000,AFR,95227,1748929,chr3,101000,94.28415841584159
HG02572.paternal,0.04705505524674524,1754583,88216,AFR,82562,1748929,chr10,88216,93.59073184002902
HG02572.paternal,0.02118060808824159,1751555,39725,AFR,37099,1748929,chr18,39725,93.38955317809943
HG02572.maternal,0.022581295084421818,1816592,44164,AFR,41021,1813449,chr13,44164,92.88334390000905
HG02572.maternal,0.047841584027771285,1818857,92425,AFR,87017,1813449,chr17,92425,94.148769272383
HG02572.maternal,0.045367823073350244,1819285,88373,AFR,82537,1813449,chr6,88373,93.3961730392767
HG02572.maternal,0.04833399574407967,1819113,93589,AFR,87925,1813449,chr19,93589,93.9480067101903
HG02572.maternal,0.027082212562969415,1817946,53731,AFR,49234,1813449,chr22,53731,91.63052986171856
HG02572.maternal,0.042615201406596886,1818858,82920,AFR,77511,1813449,chr9,82920,93.4768451519537
HG02572.maternal,0.05253328159463647,1819399,101529,AFR,95579,1813449,chr11,101529,94.1396054329305
HG02572.maternal,0.030589419989599926,1817295,59436,AFR,55590,1813449,chr15,59436,93.52917423783566
HG02572.maternal,0.08705671706635523,1822961,168213,AFR,158701,1813449,chr1,168213,94.34526463471907
HG02572.maternal,0.031341489722333506,1817144,60647,AFR,56952,1813449,chr20,60647,93.90736557455439
HG02572.maternal,0.040305206167029775,1818574,78423,AFR,73298,1813449,chr16,78423,93.46492738099792
HG02572.maternal,0.07075141056556009,1821787,137232,AFR,128894,1813449,chr2,137232,93.92415763087327
HG02572.maternal,0.045667721567704635,1818812,88424,AFR,83061,1813449,chr5,88424,93.93490455080068
HG02572.maternal,0.012927787225418756,1815856,25882,AFR,23475,1813449,chr21,25882,90.7001004559153
HG02572.maternal,0.04328997663434482,1818481,83754,AFR,78722,1813449,chr12,83754,93.99192874370179
HG02572.maternal,0.03931475057772148,1818783,76839,AFR,71505,1813449,chr4,76839,93.05821262640066
HG02572.maternal,0.04911587900755997,1819717,95645,AFR,89377,1813449,chr7,95645,93.44659940404621
HG02572.maternal,0.031523714997491174,1817584,61432,AFR,57297,1813449,chr14,61432,93.26898033598125
HG02572.maternal,0.04044595598158084,1819193,79323,AFR,73579,1813449,chr8,79323,92.75872067370119
HG02572.maternal,1.5991565276466592e-05,1813456,36,AFR,29,1813449,chrM,36,80.55555555555556
HG02572.maternal,0.05244209352773475,1819054,101000,AFR,95395,1813449,chr3,101000,94.45049504950495
HG02572.maternal,0.0453539245332596,1819159,88216,AFR,82506,1813449,chr10,88216,93.52725129228259
HG02572.maternal,0.020474759800703967,1815992,39725,AFR,37182,1813449,chr18,39725,93.59848961611077
HG02886.maternal,0.022539723331444363,1821096,44164,AFR,41047,1817979,chr13,44164,92.94221537904176
HG02886.maternal,0.04804920291043708,1822819,92425,AFR,87585,1817979,chr17,92425,94.76332161211793
HG02886.maternal,0.04528837997606041,1823757,88373,AFR,82595,1817979,chr6,88373,93.46180394464372
HG02886.maternal,0.04856294664504705,1823036,93589,AFR,88532,1817979,chr19,93589,94.59658720576137
HG02886.maternal,0.027500322516009146,1821615,53731,AFR,50095,1817979,chr22,53731,93.23295676611268
HG02886.maternal,0.042957768116387324,1822604,82920,AFR,78295,1817979,chr9,82920,94.42233478051133
HG02886.maternal,0.05276759628299723,1823297,101529,AFR,96211,1817979,chr11,101529,94.76208767938225
HG02886.maternal,0.030771359345635067,1821369,59436,AFR,56046,1817979,chr15,59436,94.29638602866949
HG02886.maternal,0.08724131248980467,1826818,168213,AFR,159374,1817979,chr1,168213,94.74535261840643
HG02886.maternal,0.03139377329195957,1821444,60647,AFR,57182,1817979,chr20,60647,94.28660939535344
HG02886.maternal,0.04042819686917249,1822713,78423,AFR,73689,1817979,chr16,78423,93.96350560422326
HG02886.maternal,0.07085091420534459,1825848,137232,AFR,129363,1817979,chr2,137232,94.26591465547394
HG02886.maternal,0.04570452201768436,1823080,88424,AFR,83323,1817979,chr5,88424,94.23120419795531
HG02886.maternal,0.013163324459243751,1819905,25882,AFR,23956,1817979,chr21,25882,92.55853488911212
HG02886.maternal,0.04333979248777662,1822736,83754,AFR,78997,1817979,chr12,83754,94.32027127062588
HG02886.maternal,0.039383528769004854,1823021,76839,AFR,71797,1817979,chr4,76839,93.43822798318563
HG02886.maternal,0.049139991217071556,1823993,95645,AFR,89631,1817979,chr7,95645,93.71216477599457
HG02886.maternal,0.03154724594853601,1821934,61432,AFR,57477,1817979,chr14,61432,93.5619872379216
HG02886.maternal,0.04082374916684267,1822885,79323,AFR,74417,1817979,chr8,79323,93.81516079825523
HG02886.maternal,1.5951718000028604e-05,1817986,36,AFR,29,1817979,chrM,36,80.55555555555556
HG02886.maternal,0.05235914191484298,1823502,101000,AFR,95477,1817979,chr3,101000,94.53168316831683
HG02886.maternal,0.045298584275294485,1823589,88216,AFR,82606,1817979,chr10,88216,93.64060941325836
HG02886.maternal,0.02045239940652721,1820471,39725,AFR,37233,1817979,chr18,39725,93.72687224669603
HG02886.paternal,0.022637392233975602,1819335,44164,AFR,41185,1816356,chr13,44164,93.25468707544607
HG02886.paternal,0.04815878489687438,1821080,92425,AFR,87701,1816356,chr17,92425,94.88882878009197
HG02886.paternal,0.045485358103609444,1821861,88373,AFR,82868,1816356,chr6,88373,93.7707218268023
HG02886.paternal,0.04850432863597187,1821590,93589,AFR,88355,1816356,chr19,93589,94.4074624154548
HG02886.paternal,0.027365660334652916,1820274,53731,AFR,49813,1816356,chr22,53731,92.70812007965607
HG02886.paternal,0.04300235588724691,1820970,82920,AFR,78306,1816356,chr9,82920,94.4356005788712
HG02886.paternal,0.05281807661988903,1821668,101529,AFR,96217,1816356,chr11,101529,94.76799732096248
HG02886.paternal,0.0307517904154731,1819829,59436,AFR,55963,1816356,chr15,59436,94.15674002288175
HG02886.paternal,0.08733616558713016,1825166,168213,AFR,159403,1816356,chr1,168213,94.76259266525179
HG02886.paternal,0.03139286719065956,1819872,60647,AFR,57131,1816356,chr20,60647,94.20251620030669
HG02886.paternal,0.04041909345041564,1821169,78423,AFR,73610,1816356,chr16,78423,93.86276985068156
HG02886.paternal,0.07103959351122334,1824011,137232,AFR,129577,1816356,chr2,137232,94.42185496094206
HG02886.paternal,0.045631582269968794,1821655,88424,AFR,83125,1816356,chr5,88424,94.00728309056365
HG02886.paternal,0.013161701055817888,1818306,25882,AFR,23932,1816356,chr21,25882,92.4658063519048
HG02886.paternal,0.043157311642773345,1821499,83754,AFR,78611,1816356,chr12,83754,93.85939776010699
HG02886.paternal,0.03933873462974695,1821538,76839,AFR,71657,1816356,chr4,76839,93.25602883952159
HG02886.paternal,0.049322523268111096,1822129,95645,AFR,89872,1816356,chr7,95645,93.96413821945737
HG02886.paternal,0.03168192479299476,1820123,61432,AFR,57665,1816356,chr14,61432,93.86801666883709
HG02886.paternal,0.040868701499576936,1821247,79323,AFR,74432,1816356,chr8,79323,93.83407082435107
HG02886.paternal,4.9549021324247145e-06,1816383,36,AFR,9,1816356,chrM,36,25.0
HG02886.paternal,0.05240289722067925,1821884,101000,AFR,95472,1816356,chr3,101000,94.52673267326733
HG02886.paternal,0.04538598505722648,1821884,88216,AFR,82688,1816356,chr10,88216,93.73356307245851
HG02886.paternal,0.02053461363783819,1818734,39725,AFR,37347,1816356,chr18,39725,94.01384518565135
HG01175.paternal,0.02269454252119915,1818587,44164,AMR,41272,1815695,chr13,44164,93.45168010144009
HG01175.paternal,0.048573139971314426,1819730,92425,AMR,88390,1815695,chr17,92425,95.63429807952394
HG01175.paternal,0.045932024536776875,1820451,88373,AMR,83617,1815695,chr6,88373,94.61826575990405
HG01175.paternal,0.04909691631166237,1819931,93589,AMR,89353,1815695,chr19,93589,95.47382705232452
HG01175.paternal,0.02785857161865405,1818758,53731,AMR,50668,1815695,chr22,53731,94.29938024604046
HG01175.paternal,0.04358611303796258,1819318,82920,AMR,79297,1815695,chr9,82920,95.63072841292812
HG01175.paternal,0.05345219413344587,1819944,101529,AMR,97280,1815695,chr11,101529,95.81498882092801
HG01175.paternal,0.031073561271733514,1818620,59436,AMR,56511,1815695,chr15,59436,95.07874015748031
HG01175.paternal,0.08833056940870299,1822891,168213,AMR,161017,1815695,chr1,168213,95.72209044485265
HG01175.paternal,0.031721296872628736,1818652,60647,AMR,57690,1815695,chr20,60647,95.12424357346612
HG01175.paternal,0.04084713304044159,1819785,78423,AMR,74333,1815695,chr16,78423,94.78469326600614
HG01175.paternal,0.07167307975126158,1822316,137232,AMR,130611,1815695,chr2,137232,95.17532353969919
HG01175.paternal,0.04620428499373086,1820026,88424,AMR,84093,1815695,chr5,88424,95.10200850447842
HG01175.paternal,0.01343969006496419,1817155,25882,AMR,24422,1815695,chr21,25882,94.35901398655436
HG01175.paternal,0.04398943835762504,1819414,83754,AMR,80035,1815695,chr12,83754,95.55961506316116
HG01175.paternal,0.03993898401572436,1819851,76839,AMR,72683,1815695,chr4,76839,94.59128827808794
HG01175.paternal,0.049899532984930495,1820498,95645,AMR,90842,1815695,chr7,95645,94.97830519107114
HG01175.paternal,0.031597048194360176,1819632,61432,AMR,57495,1815695,chr14,61432,93.59128792811563
HG01175.paternal,0.04159239551333528,1819347,79323,AMR,75671,1815695,chr8,79323,95.39603897986713
HG01175.paternal,6.0582028066001365e-06,1815720,36,AMR,11,1815695,chrM,36,30.555555555555557
HG01175.paternal,0.05308919606894024,1820069,101000,AMR,96626,1815695,chr3,101000,95.66930693069307
HG01175.paternal,0.04606816024051901,1820064,88216,AMR,83847,1815695,chr10,88216,95.04738369456788
HG01175.paternal,0.020721737221723744,1817753,39725,AMR,37667,1815695,chr18,39725,94.81938325991189
HG01106.paternal,0.023623325527625767,1755553,44164,AMR,41472,1752861,chr13,44164,93.90453763246083
HG01106.paternal,0.05015969058952348,1757148,92425,AMR,88138,1752861,chr17,92425,95.3616445766838
HG01106.paternal,0.04771236809236451,1757385,88373,AMR,83849,1752861,chr6,88373,94.88078938137214
HG01106.paternal,0.05099977175070623,1756851,93589,AMR,89599,1752861,chr19,93589,95.73667845580142
HG01106.paternal,0.029118028386602837,1755476,53731,AMR,51116,1752861,chr22,53731,95.13316335076586
HG01106.paternal,0.04498526543002915,1756753,82920,AMR,79028,1752861,chr9,82920,95.30631934394597
HG01106.paternal,0.05534261543583483,1757145,101529,AMR,97245,1752861,chr11,101529,95.78051591170995
HG01106.paternal,0.03224790394604939,1755680,59436,AMR,56617,1752861,chr15,59436,95.25708324920923
HG01106.paternal,0.09146350470714566,1760090,168213,AMR,160984,1752861,chr1,168213,95.70247246051137
HG01106.paternal,0.03289530639862578,1755752,60647,AMR,57756,1752861,chr20,60647,95.23307006117368
HG01106.paternal,0.04249129873929919,1756642,78423,AMR,74642,1752861,chr16,78423,95.17871032732744
HG01106.paternal,0.07445797967498392,1759113,137232,AMR,130980,1752861,chr2,137232,95.44421126267926
HG01106.paternal,0.047947115603515,1757040,88424,AMR,84245,1752861,chr5,88424,95.27390753641545
HG01106.paternal,0.01376907574672971,1754584,25882,AMR,24159,1752861,chr21,25882,93.34286376632409
HG01106.paternal,0.045597493228095066,1756522,83754,AMR,80093,1752861,chr12,83754,95.62886548702151
HG01106.paternal,0.04154748100571921,1756713,76839,AMR,72987,1752861,chr4,76839,94.98692070432983
HG01106.paternal,0.05169294420725879,1757648,95645,AMR,90858,1752861,chr7,95645,94.99503371843798
HG01106.paternal,0.033068806417430194,1756217,61432,AMR,58076,1752861,chr14,61432,94.53704909493423
HG01106.paternal,0.04295911065925815,1756717,79323,AMR,75467,1752861,chr8,79323,95.13886262496375
HG01106.paternal,6.275365311834312e-06,1752886,36,AMR,11,1752861,chrM,36,30.555555555555557
HG01106.paternal,0.05504396061556813,1757141,101000,AMR,96720,1752861,chr3,101000,95.76237623762377
HG01106.paternal,0.04775121359913952,1757170,88216,AMR,83907,1752861,chr10,88216,95.11539856715335
HG01106.paternal,0.021518385024147706,1754825,39725,AMR,37761,1752861,chr18,39725,95.05601006922593
HG01175.maternal,0.02297136893848635,1812996,44164,AMR,41647,1810479,chr13,44164,94.30078797210398
HG01175.maternal,0.0486850270202947,1814562,92425,AMR,88342,1810479,chr17,92425,95.58236407898296
HG01175.maternal,0.04605248298448427,1815255,88373,AMR,83597,1810479,chr6,88373,94.59563441322575
HG01175.maternal,0.04933691329612288,1814544,93589,AMR,89524,1810479,chr19,93589,95.65654083279018
HG01175.maternal,0.028215942942649775,1813053,53731,AMR,51157,1810479,chr22,53731,95.20946939383224
HG01175.maternal,0.04357624851391996,1814337,82920,AMR,79062,1810479,chr9,82920,95.34732272069465
HG01175.maternal,0.05350713924418893,1814898,101529,AMR,97110,1810479,chr11,101529,95.6475489761546
HG01175.maternal,0.031369964258924236,1813040,59436,AMR,56875,1810479,chr15,59436,95.69116360454943
HG01175.maternal,0.08860260865163916,1817644,168213,AMR,161048,1810479,chr1,168213,95.74051946044598
HG01175.maternal,0.031799450663069856,1813459,60647,AMR,57667,1810479,chr20,60647,95.08631919138622
HG01175.maternal,0.04096340126674569,1814571,78423,AMR,74331,1810479,chr16,78423,94.78214299376458
HG01175.maternal,0.0720209988777335,1816859,137232,AMR,130852,1810479,chr2,137232,95.35093855660487
HG01175.maternal,0.04653891515933115,1814460,88424,AMR,84443,1810479,chr5,88424,95.49782864380711
HG01175.maternal,0.013254135537481929,1812340,25882,AMR,24021,1810479,chr21,25882,92.80967467738196
HG01175.maternal,0.04098240384599532,1819659,83754,AMR,74574,1810479,chr12,83754,89.03932946486138
HG01175.maternal,0.04013460501936077,1814494,76839,AMR,72824,1810479,chr4,76839,94.77478884420673
HG01175.maternal,0.05009208366915547,1815197,95645,AMR,90927,1810479,chr7,95645,95.0671754927074
HG01175.maternal,0.0323177130869587,1813309,61432,AMR,58602,1810479,chr14,61432,95.39328037504883
HG01175.maternal,0.04160978091383551,1814309,79323,AMR,75493,1810479,chr8,79323,95.17164000352987
HG01175.maternal,1.767484146495714e-05,1810483,36,AMR,32,1810479,chrM,36,88.88888888888889
HG01175.maternal,0.053241777708718005,1814853,101000,AMR,96626,1810479,chr3,101000,95.66930693069307
HG01175.maternal,0.046053584837885235,1815103,88216,AMR,83592,1810479,chr10,88216,94.75832048607963
HG01175.maternal,0.020774610782936076,1812549,39725,AMR,37655,1810479,chr18,39725,94.78917558212713
HG00741.maternal,0.02291673198666867,1817973,44164,AMR,41662,1815471,chr13,44164,94.33475228693054
HG00741.maternal,0.048475396304637174,1819686,92425,AMR,88210,1815471,chr17,92425,95.43954557749527
HG00741.maternal,0.04578140388981263,1820499,88373,AMR,83345,1815471,chr6,88373,94.31047944507938
HG00741.maternal,0.04893752396985924,1819994,93589,AMR,89066,1815471,chr19,93589,95.16716708160148
HG00741.maternal,0.028090966042563538,1818129,53731,AMR,51073,1815471,chr22,53731,95.05313506169622
HG00741.maternal,0.043485358760256124,1819279,82920,AMR,79112,1815471,chr9,82920,95.40762180414858
HG00741.maternal,0.05338294179028943,1819851,101529,AMR,97149,1815471,chr11,101529,95.68596164642615
HG00741.maternal,0.031184568093731903,1818207,59436,AMR,56700,1815471,chr15,59436,95.39672925499697
HG00741.maternal,0.08834739613651937,1822657,168213,AMR,161027,1815471,chr1,168213,95.72803528859244
HG00741.maternal,0.03135427649770599,1819082,60647,AMR,57036,1815471,chr20,60647,94.04587201345491
HG00741.maternal,0.04089678221780583,1819483,78423,AMR,74411,1815471,chr16,78423,94.88415388342706
HG00741.maternal,0.07168777255908351,1822082,137232,AMR,130621,1815471,chr2,137232,95.18261046986126
HG00741.maternal,0.046317490238319645,1819615,88424,AMR,84280,1815471,chr5,88424,95.31348955034832
HG00741.maternal,0.013315862809797288,1817156,25882,AMR,24197,1815471,chr21,25882,93.48968395023569
HG00741.maternal,0.04400920202400552,1819165,83754,AMR,80060,1815471,chr12,83754,95.58946438379063
HG00741.maternal,0.039978192613957055,1819567,76839,AMR,72743,1815471,chr4,76839,94.66937362537253
HG00741.maternal,0.049927014998596336,1820237,95645,AMR,90879,1815471,chr7,95645,95.01698991060694
HG00741.maternal,0.0322868948888433,1818199,61432,AMR,58704,1815471,chr14,61432,95.5593176194817
HG00741.maternal,0.04128669766869304,1819666,79323,AMR,75128,1815471,chr8,79323,94.71149603519787
HG00741.maternal,1.5973754570421674e-05,1815478,36,AMR,29,1815471,chrM,36,80.55555555555556
HG00741.maternal,0.05319295677199855,1819677,101000,AMR,96794,1815471,chr3,101000,95.83564356435643
HG00741.maternal,0.04581637630968286,1820288,88216,AMR,83399,1815471,chr10,88216,94.53953931259636
HG00741.maternal,0.020770905985652392,1817446,39725,AMR,37750,1815471,chr18,39725,95.02831969792322
HG00741.paternal,0.022855197058480523,1817836,44164,AMR,41547,1815219,chr13,44164,94.07435920659361
HG00741.paternal,0.04851726391454639,1819373,92425,AMR,88271,1815219,chr17,92425,95.5055450365161
HG00741.paternal,0.046084858742780524,1819730,88373,AMR,83862,1815219,chr6,88373,94.89549975671302
HG00741.paternal,0.04922682509075158,1819252,93589,AMR,89556,1815219,chr19,93589,95.69073288527498
HG00741.paternal,0.02777372975261831,1818445,53731,AMR,50505,1815219,chr22,53731,93.99601719677653
HG00741.paternal,0.043427137783313974,1819139,82920,AMR,79000,1815219,chr9,82920,95.27255185721177
HG00741.paternal,0.05346328304954237,1819473,101529,AMR,97275,1815219,chr11,101529,95.81006411961114
HG00741.paternal,0.031157127212101576,1818011,59436,AMR,56644,1815219,chr15,59436,95.30251026314018
HG00741.paternal,0.08847309455799672,1822215,168213,AMR,161217,1815219,chr1,168213,95.8409873196483
HG00741.paternal,0.0317103084902184,1818210,60647,AMR,57656,1815219,chr20,60647,95.06818144343497
HG00741.paternal,0.04084351746298371,1819334,78423,AMR,74308,1815219,chr16,78423,94.75281486298663
HG00741.paternal,0.0719336301332635,1821429,137232,AMR,131022,1815219,chr2,137232,95.47481636935991
HG00741.paternal,0.046377968293858686,1819269,88424,AMR,84374,1815219,chr5,88424,95.41979553062517
HG00741.paternal,0.01331157483976961,1816915,25882,AMR,24186,1815219,chr21,25882,93.44718337068232
HG00741.paternal,0.044006689654565764,1818928,83754,AMR,80045,1815219,chr12,83754,95.57155479141295
HG00741.paternal,0.04005747625586389,1819186,76839,AMR,72872,1815219,chr4,76839,94.83725712203439
HG00741.paternal,0.04981221802487205,1820196,95645,AMR,90668,1815219,chr7,95645,94.79638245595693
HG00741.paternal,0.03185829516525449,1818710,61432,AMR,57941,1815219,chr14,61432,94.31729391847897
HG00741.paternal,0.04156949415315598,1818930,79323,AMR,75612,1815219,chr8,79323,95.32165954389016
HG00741.paternal,4.4071137426476945e-06,1815247,36,AMR,8,1815219,chrM,36,22.22222222222222
HG00741.paternal,0.05323968852732037,1819357,101000,AMR,96862,1815219,chr3,101000,95.9029702970297
HG00741.paternal,0.04618830383642959,1819400,88216,AMR,84035,1815219,chr10,88216,95.26049696200236
HG00741.paternal,0.020758619892682288,1817221,39725,AMR,37723,1815219,chr18,39725,94.96035242290749
HG01106.maternal,0.02298284314264538,1818748,44164,AMR,41800,1816384,chr13,44164,94.64722398333484
HG01106.maternal,0.04883534110065651,1819932,92425,AMR,88877,1816384,chr17,92425,96.16121179334596
HG01106.maternal,0.04600941803154903,1820975,88373,AMR,83782,1816384,chr6,88373,94.80497436999988
HG01106.maternal,0.04921030701645965,1820391,93589,AMR,89582,1816384,chr19,93589,95.71851392791888
HG01106.maternal,0.028143561798074024,1818924,53731,AMR,51191,1816384,chr22,53731,95.2727475758873
HG01106.maternal,0.04357419976604383,1819999,82920,AMR,79305,1816384,chr9,82920,95.64037626628075
HG01106.maternal,0.05340303611337064,1820683,101529,AMR,97230,1816384,chr11,101529,95.76574180775935
HG01106.maternal,0.031333329667973364,1818830,59436,AMR,56990,1816384,chr15,59436,95.88464903425533
HG01106.maternal,0.08815935423133209,1823811,168213,AMR,160786,1816384,chr1,168213,95.58476455446369
HG01106.maternal,0.031714954562968474,1819331,60647,AMR,57700,1816384,chr20,60647,95.14073243524
HG01106.maternal,0.04079965724267109,1820530,78423,AMR,74277,1816384,chr16,78423,94.71328564324241
HG01106.maternal,0.07195175817633616,1822485,137232,AMR,131131,1816384,chr2,137232,95.55424390812638
HG01106.maternal,0.0464161167621446,1820316,88424,AMR,84492,1816384,chr5,88424,95.55324346331312
HG01106.maternal,0.013321995153037933,1818046,25882,AMR,24220,1816384,chr21,25882,93.5785487983927
HG01106.maternal,0.04403473635916582,1819995,83754,AMR,80143,1816384,chr12,83754,95.68856412828045
HG01106.maternal,0.039998132288879974,1820410,76839,AMR,72813,1816384,chr4,76839,94.76047319720455
